L_id	k1	hom	headword_iast	base_slp1	base_iast	cue	base_type	deriv_kind	suffix	citation
1144	aRiman		aṇiman	aRu	aṇu	von	nominal	denominal-other		ŚAT. BR. 3,8,3,18
1145	aRizWa		aṇiṣṭha	aRu	aṇu	von	nominal	denominal-other		CHĀND. UP. 6,5,1
1148	aRIyaMs		aṇīyaṃs	aRu	aṇu	von	nominal	denominal-other		CHĀND. UP. 3,14,3
1150	aRIyaska		aṇīyaska	aRIyaMs	aṇīyaṃs	von	nominal	denominal-other		AV. 10,8,25
1151	aRIyastva		aṇīyastva	aRIyaMs	aṇīyaṃs	von	nominal	denominal-other		NIR. 1,2
1154	aRuka		aṇuka	aRu	aṇu	von	nominal	taddhita	ka	H. an. 3,1
1155	aRutA		aṇutā	aRu	aṇu	von	nominal	taddhita	tA	TAITT. PRĀT. 2,10
1157	aRutva		aṇutva	aRu	aṇu	von	nominal	taddhita	tva	NIR. 11,31
1161	aRumAtrika		aṇumātrika	aRu	aṇu	von	nominal	denominal-other		M. 1,27
1165	aRuSas		aṇuśas	aRu	aṇu	von	nominal	taddhita	Sas	SUŚR. 2,175,19
1170	aRqaka		aṇḍaka	aRqa	aṇḍa	von	nominal	taddhita	ka	PAÑCAT. 74,20
1174	aRqakoza		aṇḍakoṣa	aRqakoza	aṇḍakoṣa	von	nominal	denominal-other		AK. 2,6,2,27
1180	aRqarAy		aṇḍarāy	aRqara	aṇḍara	von	nominal	denominal-other		
1183	aRqAlu		aṇḍālu	aRqa	aṇḍa	von	nominal	denominal-other		ŚABDAC.
1184	aRqIra		aṇḍīra	aRqa	aṇḍa	von	nominal	denominal-other		VOP. 7,32
1185	aRva		aṇva	aRu	aṇu	von	nominal	denominal-other		ṚV. 9,91,3
1193	atana		atana	at	at	von	root	krt		NIR. 4,13
1193	atana		atana	atanavant	atanavant	von	nominal	denominal-other		NIR. 4,13
1197	atandrita		atandrita	a	a	von	prefix	prefixed		M. 2,73
1198	atandrin		atandrin	a	a	von	prefix	prefixed		M. 3,279
1201	atapaska		atapaska	a	a	von	prefix	prefixed		BHAG. 18,67
1203	atapyamAna		atapyamāna	tap	tap	von	root	krt		ṚV. 1,185,4
1204	atameru		atameru	tam	tam	von	root	krt		VS. 1,23
1211	atas		atas	a	a	von	prefix	prefixed		ṚV. 1,147,5
1211	atas		atas	idam	idam	von	nominal	denominal-other		ṚV. 1,147,5
1213	atasAyya		atasāyya	at	at	von	root	krt		ṚV. 1,63,6
1214	atasi		atasi	at	at	von	root	krt		ṚV. 8,3,13
1215	ati		ati	a	a	von	prefix	prefixed		ṚV. 2,28,1
1215	ati		ati	asaMprati	asaṃprati	von	nominal	denominal-other		ṚV. 2,28,1
1218	atikandaka		atikandaka	ati	ati	von	prefix	prefixed		RĀJAN.
1220	atikalyam		atikalyam	ati	ati	von	prefix	prefixed		M. 4,140
1232	atikrama		atikrama	kram	kram	von	root	krt		AK. 3,3,33
1233	atikramaRa		atikramaṇa	kram	kram	von	root	krt		KĀTY. ŚR. 22,5,20
1234	atikramaRIya		atikramaṇīya	kram	kram	von	root	krt		HIT. IV, 72
1235	atikramin		atikramin	kram	kram	von	root	krt		R. 4,17,14
1236	atikruzwa		atikruṣṭa	kruS	kruś	von	root	krt		VS. 30,5
1239	atiga		atiga	gA	gā	von	root	krt		RAGH. 12,48
1243	atigava		atigava	ati	ati	von	prefix	prefixed		VOP. 6,88
1247	atigraha		atigraha	grah	grah	von	nominal	denominal-other		BṚH. ĀR. UP. 3,2,1
1248	atigrAha		atigrāha	grah	grah	von	nominal	denominal-other		BṚH. ĀR. UP. 3,2,2
1249	atigrAhya		atigrāhya	grah	grah	von	nominal	denominal-other		ŚAT. BR. 4,5,4,2. fgg.
1249	atigrAhya		atigrāhya	graha	graha	von	nominal	denominal-other		ŚAT. BR. 4,5,4,2. fgg.
1250	atiGna		atighna	avasTA	avasthā	von	nominal	denominal-other		BṚH. ĀR. UP. 2,1,19
1250	atiGna		atighna	han	han	von	root	krt		BṚH. ĀR. UP. 2,1,19
1251	atiGnya		atighnya	han	han	von	root	krt		AV. 11,9,16
1256	aticAra		aticāra	car	car	von	root	krt		ŚKDR.
1257	aticArin		aticārin	car	car	von	root	krt		P. 3,2,142
1259	aticCatraka		aticchatraka	aticCatra	aticchatra	von	nominal	taddhita	ka	RĀJAN.
1263	atijana		atijana	deSa	deśa	von	nominal	denominal-other		CHĀND. UP. 6,14,1
1269	atijAta		atijāta	jan	jan	von	root	krt		PAÑCAT. I, 441
1272	atitarAm		atitarām	ati	ati	von	prefix	prefixed		ŚAT. BR. 1,4,3,1
1272	atitarAm		atitarām	atitara	atitara	von	nominal	denominal-other		ŚAT. BR. 1,4,3,1
1273	atitArin		atitārin	tar	tar	von	nominal	denominal-other		AIT. BR. 7,13
1274	atitArya		atitārya	tar	tar	von	nominal	denominal-other		AV. 8,2,27
1282	atiTi		atithi	at	at	von	root	krt		NIR. 4,5
1285	atiTitva		atithitva	atiTi	atithi	von	nominal	taddhita	tva	DRAUP. 3,9
1288	atiTiDarmin		atithidharmin	atiTiDarma	atithidharma	von	nominal	taddhita	in	M. 3,112
1289	atiTin		atithin	at	at	von	root	krt		ṚV. 10,68,3
1293	atiTimant		atithimant	atiTi	atithi	von	nominal	denominal-other		AIT. BR. 1,17
1305	atideSa		atideśa	diS	diś	von	root	krt		KĀŚ.
1313	atinidram		atinidram	ati	ati	von	prefix	prefixed		P. 2,1,6
1317	atipatana		atipatana	pat	pat	von	root	krt		ŚABDAR.
1318	atipatti		atipatti	pat	pat	von	root	krt		YĀJÑ. 2,169
1323	atipAta		atipāta	pat	pat	von	root	krt		AK. 2,7,36
1326	atipAtin		atipātin	pat	pat	von	root	krt		SUŚR. 1,18,12
1327	atipAtya		atipātya	pat	pat	von	root	krt		ŚĀK. 60,17
1342	atipraSnya		atipraśnya	atipraSna	atipraśna	von	nominal	taddhita	ya	BṚH. ĀR. UP. 3,6
1353	atiBavatI		atibhavatī	Bavant	bhavant	von	nominal	denominal-other		
1356	atiBAva		atibhāva	BU	bhū	von	root	krt		R. 6,23,22
1361	atima		atima	atyaham	atyaham	von	nominal	denominal-other		P. 7,2,97
1363	atimati		atimati	man	man	von	root	krt		ṚV. 1,129,5
1368	atimAtraSas		atimātraśas	atimAtra	atimātra	von	nominal	taddhita	Sas	SUŚR. 2,354,17
1369	atimAna		atimāna	man	man	von	root	krt		ŚAT. BR. 5,1,1,1
1370	atimAnitA		atimānitā	atimAnin	atimānin	von	nominal	denominal-other		BHAG. 16,3
1371	atimAnin		atimānin	man	man	von	root	krt		R. 3,24,17
1375	atimukta		atimukta	muc	muc	von	root	krt		ŚAT. BR. 2,3,3,10
1376	atimuktaka		atimuktaka	atimukta	atimukta	von	nominal	taddhita	ka	R. 5,16,2
1383	atimodA		atimodā	ati	ati	von	prefix	prefixed		RĀJAN.
1394	atirasA		atirasā	ati	ati	von	prefix	prefixed		RĀJAN.
1398	atirAjay		atirājay	atirAjan	atirājan	von	nominal	denominal-other		P. 7,4,2
1407	atireka		atireka	ric	ric	von	root	krt		ĀŚV. ŚR. 6,7
1416	atiloBatA		atilobhatā	atiloBa	atilobha	von	nominal	taddhita	tA	VET. 21,8
1422	ativartana		ativartana	vart	vart	von	nominal	denominal-other		M. 8,290
1423	ativartin		ativartin	vad	vad	von	root	krt		R. 6,16,100
1425	ativAda		ativāda	vad	vad	von	root	krt		RAMĀN.
1427	ativAhika		ativāhika	ati	ati	von	prefix	prefixed		COLEBR. Misc. Ess. I, 245
1428	ativAhya		ativāhya	vah	vah	von	root	krt		VID. 38
1430	atividDa		atividdha	vyaD	vyadh	von	root	krt		R. 2,9,51
1434	ativizAdin		ativiṣādin	sad	sad	von	root	krt		Verz. d. B. H. No. 941
1435	ativftti		ativṛtti	vart	vart	von	nominal	denominal-other		SUŚR. 1
1435	ativftti		ativṛtti	yaTA	yathā	von	nominal	denominal-other		SUŚR. 1
1440	ativoQar		ativoḍhar	vah	vah	von	root	krt		ŚAT. BR. 13,8,4,6
1443	ativyADin		ativyādhin	vyaD	vyadh	von	root	krt		VS. 22,22
1448	atiSaktitA		atiśaktitā	atiSakti	atiśakti	von	nominal	taddhita	tA	AK. 2,8,2,71
1452	atiSaya		atiśaya	SI	śī	von	root	krt		AK. 1,1,1,61
1453	atiSayana		atiśayana	SI	śī	von	root	krt		R. 2,107,18
1455	atiSayin		atiśayin	atiSaya	atiśaya	von	nominal	taddhita	in	VIKR. 159
1458	atiSAkvara		atiśākvara	atiSakvarI	atiśakvarī	von	nominal	denominal-other		ṚV. ANUKR.
1459	atiSAyana		atiśāyana	SI	śī	von	root	krt		ŚABDAR.
1460	atiSAyin		atiśāyin	SI	śī	von	root	krt		H. 1512
1463	atiSeza		atiśeṣa	Siz	śiṣ	von	root	krt		CHĀND. UP. 1,10,5
1467	atiSrezWatva		atiśreṣṭhatva	atiSrezWa	atiśreṣṭha	von	nominal	taddhita	tva	ŚĀK. 9,6
1470	atizkadvan		atiṣkadvan	skand	skand	von	root	krt		VS. 30,15
1471	atizWant		atiṣṭhant	sTA	sthā	von	root	krt		ṚV. 10,89,2
1472	atizWA		atiṣṭhā	sTA	sthā	von	root	krt		ŚAT. BR. 14,5,1,2
1473	atizWAvan		atiṣṭhāvan	sTA	sthā	von	root	krt		ŚAT. BR. 4,5,4,1
1474	atizWAvant		atiṣṭhāvant	atizWA	atiṣṭhā	von	nominal	denominal-other		AV. 3,22,6
1476	atisaMDam		atisaṃdham	ati	ati	von	prefix	prefixed		ŚAT. BR. 1,7,4,3
1477	atisaMDAna		atisaṃdhāna	DA	dhā	von	root	krt		ŚĀK. 121
1480	atisara		atisara	sar	sar	von	nominal	denominal-other		AV. 5,8,7
1481	atisarga		atisarga	sarj	sarj	von	root	krt		NIR. 3,4
1485	atisAmyA		atisāmyā	ati	ati	von	prefix	prefixed		RĀJAN.
1486	atisAyam		atisāyam	ati	ati	von	prefix	prefixed		M. 4,62
1487	atisAra		atisāra	sar	sar	von	nominal	denominal-other		TRIK. 2,6,15
1488	atisArakin		atisārakin	atisAra	atisāra	von	nominal	denominal-other		AK. 2,6,2,10
1489	atisArin		atisārin	atisAra	atisāra	von	nominal	taddhita	in	SUŚR. 1,111,4
1506	atihastay	1	atihastay	hasta	hasta	von	nominal	denominal-other		VOP. 21,17
1507	atihastay	2	atihastay	hastin	hastin	von	nominal	denominal-other		VOP. 21,17
1512	atItvan		atītvan	i	i	von	root	krt		VS. 30,14
1529	atfRyA		atṛṇyā	a	a	von	prefix	prefixed		P. 6,2,156
1532	atfpRuvant		atṛpṇuvant	tarp	tarp	von	nominal	denominal-other		ṚV. 4,19,3
1538	atejaska		atejaska	a	a	von	prefix	prefixed		ŚAT. BR. 14,6,8,8
1541	atka		atka	at	at	von	root	krt		Uṇ. 3,43
1543	attar		attar	ad	ad	von	root	krt		AV. 6,142,3
1545	attavya		attavya	ad	ad	von	root	krt		M. 11,95
1547	atti	1	atti	ad	ad	von	root	krt		ŚAT. BR. 14,5,2,5
1547	atti	1	atti	atri	atri	von	nominal	denominal-other		ŚAT. BR. 14,5,2,5
1550	atna		atna	at	at	von	root	krt		Uṇ. 3,6
1551	atnu		atnu	at	at	von	root	krt		UṆĀDIK.
1552	atya		atya	at	at	von	root	krt		NAIGH. 1,14
1567	atyantika	2	atyantika	atyanta	atyanta	von	nominal	taddhita	ika	H. 495
1568	atyantIna		atyantīna	atyanta	atyanta	von	nominal	denominal-other		P. 5,2,11
1571	atyaya		atyaya	i	i	von	root	krt		P. 2,1,6
1572	atyayika		atyayika	atyaya	atyaya	von	nominal	taddhita	ika	BURN. Intr. I, 269, N. 2
1573	atyayin		atyayin	i	i	von	root	krt		P. 3,2,157
1583	atyAkAra		atyākāra	kar	kar	von	nominal	denominal-other		P. 5,1,134
1587	atyADAna		atyādhāna	DA	dhā	von	root	krt		P. 1,4,75
1589	atyAya		atyāya	i	i	von	root	krt		P. 3,1,141
1593	atyASramin		atyāśramin	ati	ati	von	prefix	prefixed		ŚVETĀŚV. UP. 6,21
1595	atyAhita		atyāhita	DA	dhā	von	root	krt		ŚĀK. CH. 140,15
1607	atra	1	atra	a	a	von	prefix	prefixed		ŚAT. BR. 3,3,4,28
1607	atra	1	atra	idam	idam	von	nominal	denominal-other		ŚAT. BR. 3,3,4,28
1608	atra	2	atra	ad	ad	von	root	krt		ṚV. 1,129,8
1609	atra	3	atra	ad	ad	von	root	krt		ṚV. 10,79,2
1610	atra	4	atra	kzatra	kṣatra	von	nominal	denominal-other		MĀDHYAṂDINA-Rec.
1615	atri		atri	ad	ad	von	root	krt		Uṇ. 4,69
1620	atrin		atrin	ad	ad	von	root	krt		Uṇ. 4,69
1624	atriBAradvAjikA		atribhāradvājikā	atri	atri	von	nominal	denominal-other		ŚABDAR.
1625	atrivat		atrivat	atri	atri	von	nominal	taddhita	vat	ṚV. 5,4,8
1629	atvaramARa		atvaramāṇa	tvar	tvar	von	root	krt		
1631	atsaruka		atsaruka	a	a	von	prefix	prefixed		KĀTY. ŚR. 24,4,39
1632	aTa		atha	a	a	von	prefix	prefixed		ṚV. 1,10,3
1632	aTa		atha	tu	tu	von	root	krt		ṚV. 1,10,3
1643	aTarvavat		atharvavat	aTarvan	atharvan	von	nominal	denominal-other		ṚV. 6,15,7
1649	aTarvANgirasa		atharvāṅgirasa	aTarvANgiras	atharvāṅgiras	von	nominal	denominal-other		M. 11,33
1657	ada		ada	ad	ad	von	root	krt		HIḌ. 2,2
1659	adaka		adaka	ad	ad	von	root	krt		
1662	adakziRatva		adakṣiṇatva	adakziRa	adakṣiṇa	von	nominal	taddhita	tva	KĀTY. ŚR. 25,14,33
1665	adatka		adatka	a	a	von	prefix	prefixed		CHĀND. UP. 8,14
1667	adatrayA		adatrayā	a	a	von	prefix	prefixed		ṚV. 5,49,3
1669	adana		adana	ad	ad	von	root	krt		H. 424
1670	adant	1	adant	ad	ad	von	root	krt		ṚV. 10,4,4
1672	adantaka		adantaka	a	a	von	prefix	prefixed		ŚAT. BR. 1,7,4,7
1673	adantya		adantya	a	a	von	prefix	prefixed		P. 6,2,156
1674	adabDa		adabdha	damB	dambh	von	nominal	denominal-other		ṚV. 4,55,3
1686	adarSa		adarśa	AdarSa	ādarśa	von	nominal	denominal-other		AK. 1,1,3,8
1693	adaSamAsya		adaśamāsya	daSan	daśan	von	nominal	denominal-other		ŚAT. BR. 4,5,2,4
1696	adas	3	adas	ad	ad	von	root	krt		
1697	adasy		adasy	adas	adas	von	nominal	denominal-other		P. 8,2,80
1701	adAnya		adānya	adAna	adāna	von	nominal	taddhita	ya	AV. 2,35,3
1705	adAyika		adāyika	a	a	von	prefix	prefixed		KĀTY.
1707	adAra	1	adāra	dar	dar	von	nominal	denominal-other		
1714	adikka		adikka	a	a	von	prefix	prefixed		ŚAT. BR. 13,8,1,5
1718	adititva		adititva	aditi	aditi	von	nominal	taddhita	tva	ṚV. 7,51,1
1720	aditsant		aditsant	dA	dā	von	root	krt		ṚV. 6,53,3
1730	aduzwatva		aduṣṭatva	aduzwa	aduṣṭa	von	nominal	taddhita	tva	KĀTY. ŚR. 23,4,22
1734	adfpita		adṛpita	darp	darp	von	nominal	denominal-other		ṚV. 1,143,8
1735	adfpta		adṛpta	darp	darp	von	nominal	denominal-other		ṚV. 1,69,3
1740	adfSyant		adṛśyant	darS	darś	von	nominal	denominal-other		SUND. 2,19
1747	adevaka		adevaka	a	a	von	prefix	prefixed		ŚAT. BR. 3,1,4,10
1752	adevfGnI		adevṛghnī	Gna	ghna	von	nominal	denominal-other		AV. 14,2,18
1760	adomaya		adomaya	adas	adas	von	nominal	denominal-other		ŚAT. BR. 14,7,2,6
1763	adga		adga	ad	ad	von	root	krt		Uṇ. 1,122
1764	adDA		addhā	a	a	von	prefix	prefixed		NAIGH. 3,10
1764	adDA		addhā	i	i	von	root	krt		NAIGH. 3,10
1765	adDAtamAm		addhātamām	adDA	addhā	von	nominal	denominal-other		ŚAT. BR. 1,6,2,9
1766	adDAti		addhāti	adDA	addhā	von	nominal	denominal-other		NAIGH. 3,15
1770	adButa		adbhuta	atiBUta	atibhūta	von	nominal	denominal-other		Uṇ. 5,1
1772	adButatva		adbhutatva	adButa	adbhuta	von	nominal	taddhita	tva	H. 70
1780	adman		adman	ad	ad	von	root	krt		ṚV. 1,58,2
1781	admani		admani	ad	ad	von	root	krt		Uṇ. 2,101
1783	admara		admara	ad	ad	von	root	krt		P. 3,2,160
1785	admasadya		admasadya	admasad	admasad	von	nominal	taddhita	ya	ṚV. 8,43,19
1787	adya	1	adya	ad	ad	von	root	krt		PAÑCAT. IV, 79
1788	adya	2	adya	dyu	dyu	von	root	krt		ṚV. PRĀT. 7,6
1789	adyatana		adyatana	adya	adya	von	nominal	taddhita	tana	NIR. 1,6
1790	adyatanIya		adyatanīya	adyatana	adyatana	von	nominal	taddhita	Iya	PAÑCAT. 169,13
1794	adyaSvIna		adyaśvīna	adya	adya	von	nominal	denominal-other		P. 5,2,13
1803	adrikarRI		adrikarṇī	adri	adri	von	nominal	denominal-other		RĀJAN.
1804	adrikA		adrikā	adri	adri	von	nominal	denominal-other		VYĀḌI
1805	adrikIlA		adrikīlā	adri	adri	von	nominal	denominal-other		TRIK. 2,1,1
1821	adrivant		adrivant	adri	adri	von	nominal	denominal-other		ṚV. 1,10,7
1827	adrisAramaya		adrisāramaya	adrisAra	adrisāra	von	nominal	taddhita	maya	ARJ. 10,55
1835	advan		advan	ad	ad	von	root	krt		
1848	advezarAgin		adveṣarāgin	a	a	von	prefix	prefixed		M. 2,1
1856	aDaHkfzRAjinam		adhaḥkṛṣṇājinam	aDas	adhas	von	nominal	denominal-other		KĀTY. ŚR. 3,8,7
1865	aDamarRika		adhamarṇika	aDama	adhama	von	nominal	denominal-other		M. 8,48
1867	aDamaSAKIya		adhamaśākhīya	aDamaSAKa	adhamaśākha	von	nominal	taddhita	Iya	
1870	aDamArDya		adhamārdhya	aDamArDa	adhamārdha	von	nominal	taddhita	ya	P. 4,3,5
1871	aDara		adhara	diS	diś	von	root	krt		AK. 3,4,191
1873	aDaratas		adharatas	aDara	adhara	von	nominal	taddhita	tas	P. 5,3,35
1875	aDarastAt		adharastāt	aDara	adhara	von	nominal	denominal-other		HALĀY.
1876	aDarasmAt		adharasmāt	aDara	adhara	von	nominal	denominal-other		ŚKDR.
1877	aDarAk		adharāk	aDarAYc	adharāñc	von	nominal	denominal-other		VS. 6,36
1878	aDarAcIna		adharācīna	aDarAYc	adharāñc	von	nominal	denominal-other		ṚV. 2,17,5
1879	aDarAcya		adharācya	aDarAYc	adharāñc	von	nominal	denominal-other		AV. 4,7,2
1881	aDarAt		adharāt	aDara	adhara	von	nominal	denominal-other		P. 5,3,34
1882	aDarAttAt		adharāttāt	aDarAt	adharāt	von	nominal	denominal-other		ṚV. 10,36,14
1884	aDarIRa		adharīṇa	aDara	adhara	von	nominal	denominal-other		JAṬĀDH.
1886	aDareRa		adhareṇa	aDara	adhara	von	nominal	denominal-other		P. 5,3,35
1887	aDaredyus		adharedyus	aDara	adhara	von	nominal	denominal-other		P. 5,3,22
1887	aDaredyus		adharedyus	div	div	von	root	krt		P. 5,3,22
1888	aDareya		adhareya	aDara	adhara	von	nominal	taddhita	eya	CHĀND. UP. 4,1,4
1892	aDarmaya		adharmaya	aDarma	adharma	von	nominal	taddhita	ya	ŚAT. BR. 14,7,2,6
1904	aDastana		adhastana	aDas	adhas	von	nominal	taddhita	tana	H. 581
1905	aDastarAm		adhastarām	aDas	adhas	von	nominal	denominal-other		ŚAT. BR. 1,5,4,5
1907	aDastAt		adhastāt	aDas	adhas	von	nominal	denominal-other		P. 5,3,27
1911	aDAraRaka		adhāraṇaka	a	a	von	prefix	prefixed		PAÑCAT. 133,3
1917	aDika		adhika	aDi	adhi	von	prefix	prefixed		P. 5,2,73
1918	aDikatva		adhikatva	aDika	adhika	von	nominal	taddhita	tva	SUŚR. 1,288,12
1919	aDikam		adhikam	aDika	adhika	von	nominal	denominal-other		N. 16,18
1921	aDikaraRa		adhikaraṇa	kar	kar	von	nominal	denominal-other		TAITT. UP. 1,3,1
1923	aDikaraRika		adhikaraṇika	aDikaraRa	adhikaraṇa	von	nominal	taddhita	ika	MṚCCH. 137. fgg.
1924	aDikaraRI		adhikaraṇī	aDikaraRa	adhikaraṇa	von	nominal	denominal-other		
1930	aDikarmika		adhikarmika	aDikarman	adhikarman	von	nominal	denominal-other		H. 767
1932	aDikazAzwika		adhikaṣāṣṭika	aDikazazwi	adhikaṣaṣṭi	von	nominal	denominal-other		
1933	aDikasAptatika		adhikasāptatika	aDikasaptati	adhikasaptati	von	nominal	denominal-other		
1936	aDikAra		adhikāra	kar	kar	von	nominal	denominal-other		VIKR. 42
1937	aDikArin		adhikārin	aDikAra	adhikāra	von	nominal	taddhita	in	PAÑCAT. I, 180
1938	aDikArI		adhikārī	aDikAra	adhikāra	von	nominal	denominal-other		
1941	aDikfta		adhikṛta	kar	kar	von	nominal	denominal-other		M. 8,11
1942	aDikftatva		adhikṛtatva	aDikfta	adhikṛta	von	nominal	taddhita	tva	SUŚR. 1,79,4
1943	aDikrama		adhikrama	kram	kram	von	root	krt		H. 1511
1944	aDikzit		adhikṣit	kzi	kṣi	von	root	krt		ṚV. 10,92,14
1945	aDikzepa		adhikṣepa	kzip	kṣip	von	root	krt		AK. 3,4,106
1946	aDigantar		adhigantar	gam	gam	von	root	krt		VASIṢṬHA
1952	aDigartya		adhigartya	aDi	adhi	von	prefix	prefixed		ṚV. 5,62,7
1953	aDigava		adhigava	aDi	adhi	von	prefix	prefixed		AV. 9,8,9
1955	aDicaNkrama		adhicaṅkrama	kram	kram	von	root	krt		AV. 11,11,16
1956	aDicaraRa		adhicaraṇa	car	car	von	root	krt		ŚAT. BR. 1,9,1,8
1957	aDija		adhija	jan	jan	von	root	krt		P. 3,2,101
1961	aDijya		adhijya	aDijyatA	adhijyatā	von	nominal	denominal-other		R. 3,6,10
1962	aDijyotizam		adhijyotiṣam	aDi	adhi	von	prefix	prefixed		TAITT. UP. 1,3,1
1963	aDitya		adhitya	aDi	adhi	von	prefix	prefixed		
1969	aDidevana		adhidevana	div	div	von	root	krt		AV. 5,31,6
1972	aDidEvatam		adhidaivatam	aDi	adhi	von	prefix	prefixed		ŚAT. BR. 14,4,3,33
1977	aDipativatI		adhipativatī	aDipati	adhipati	von	nominal	denominal-other		
1979	aDipaTam		adhipatham	aDi	adhi	von	prefix	prefixed		ŚAT. BR. 13,8,1,10
1983	aDipUtaBftam		adhipūtabhṛtam	aDi	adhi	von	prefix	prefixed		KĀTY. ŚR. 10,5,1
1985	aDiprajam		adhiprajam	aDi	adhi	von	prefix	prefixed		TAITT. UP. 1,3,1
1987	aDiBU		adhibhū	BU	bhū	von	root	krt		AK. 3,1,11
1989	aDiBUtam		adhibhūtam	aDi	adhi	von	prefix	prefixed		ŚAT. BR. 14,6,7,19
1991	aDimanTa		adhimantha	manT	manth	von	nominal	denominal-other		SUŚR. 2,313,11
1994	aDimAMsaka		adhimāṃsaka	aDimAMsa	adhimāṃsa	von	nominal	taddhita	ka	SUŚR. 1,304,14
1997	aDimukti		adhimukti	muc	muc	von	root	krt		BURN. Intr. I, 268, N. 1
1998	aDimuktika		adhimuktika	aDimukti	adhimukti	von	nominal	taddhita	ika	BURN. Intr. I, 543
1999	aDimuhya		adhimuhya	muh	muh	von	root	krt		VYĀḌI
2009	aDirAjya		adhirājya	aDirAja	adhirāja	von	nominal	taddhita	ya	MBH.
2012	aDiropaRa		adhiropaṇa	ruh	ruh	von	root	krt		VID. 313
2013	aDirohaRa		adhirohaṇa	ruh	ruh	von	root	krt		R. 5,35,29
2014	aDirohiRI		adhirohiṇī	aDirohin	adhirohin	von	nominal	denominal-other		AK. 2,2,17
2014	aDirohiRI		adhirohiṇī	ruh	ruh	von	root	krt		AK. 2,2,17
2015	aDilokam		adhilokam	aDi	adhi	von	prefix	prefixed		ŚAT. BR. 14,6,7,16
2016	aDivaktar		adhivaktar	vac	vac	von	root	krt		ṚV. 2,23,8
2019	aDivAka		adhivāka	vac	vac	von	root	krt		ṚV. 8,16,5
2026	aDivAhana		adhivāhana	vah	vah	von	root	krt		VĀYU-P.
2027	aDivikartana		adhivikartana	kart	kart	von	nominal	denominal-other		ṚV. 10,85,35
2028	aDividyam		adhividyam	aDi	adhi	von	prefix	prefixed		TAITT. UP. 1,3,1
2030	aDivedam		adhivedam	aDi	adhi	von	prefix	prefixed		ŚAT. BR. 14,6,7,17
2031	aDiSrayaRa		adhiśrayaṇa	SrI	śrī	von	root	krt		KĀTY. ŚR. 4,15,25
2033	aDiSrayitavE		adhiśrayitavai	SrI	śrī	von	root	krt		ŚAT. BR. 2,3,2,8
2033	aDiSrayitavE		adhiśrayitavai	˚tu	˚tu	von	nominal	denominal-other		ŚAT. BR. 2,3,2,8
2035	aDizWAtar		adhiṣṭhātar	sTA	sthā	von	root	krt		AV. 4,16,1
2036	aDizWAna		adhiṣṭhāna	sTA	sthā	von	root	krt		AK. 3,4,128
2037	aDizWAyaka		adhiṣṭhāyaka	sTA	sthā	von	root	krt		H. 193
2038	aDistri		adhistri	aDi	adhi	von	prefix	prefixed		P. 2,1,6
2043	aDIti		adhīti	i	i	von	root	krt		ṚV. 2,4,8
2044	aDItin		adhītin	aDIta	adhīta	von	nominal	taddhita	in	VOP. 5,33
2045	aDIna		adhīna	aDi	adhi	von	prefix	prefixed		AK. 3,1,16
2046	aDInatva		adhīnatva	aDIna	adhīna	von	nominal	taddhita	tva	VOP. 7,85
2049	aDIratA		adhīratā	aDIra	adhīra	von	nominal	taddhita	tA	KATHĀS. 6,21
2055	aDunAtana		adhunātana	aDunA	adhunā	von	nominal	taddhita	tana	ŚAT. BR. 7,1,1,2
2056	aDura		adhura	a	a	von	prefix	prefixed		VOP. 6,90
2057	aDUmaka		adhūmaka	a	a	von	prefix	prefixed		KAṬHOP. 4,13
2067	aDokzam		adhokṣam	aDas	adhas	von	nominal	denominal-other		KĀTY. ŚR. 12,4,14
2088	aDoSvam		adhośvam	aDas	adhas	von	nominal	denominal-other		KĀTY. ŚR. 20,2,2
2094	aDyaRqA		adhyaṇḍā	aDi	adhi	von	prefix	prefixed		AK. 2,4,3,5
2095	aDyaDikzepa		adhyadhikṣepa	kzip	kṣip	von	root	krt		YĀJÑ. 3,228
2097	aDyayana		adhyayana	i	i	von	root	krt		P. 2,4,5
2098	aDyayanIya		adhyayanīya	i	i	von	root	krt		VOP. 26,25
2100	aDyarDaka		adhyardhaka	aDyarTa	adhyartha	von	nominal	denominal-other		
2102	aDyarDakAkiRIka		adhyardhakākiṇīka	aDyarDa	adhyardha	von	nominal	denominal-other		
2105	aDyarDaKArIka		adhyardhakhārīka	aDyarDa	adhyardha	von	nominal	denominal-other		P. 5,1,33
2106	aDyarDapaRya		adhyardhapaṇya	aDyarDa	adhyardha	von	nominal	denominal-other		P. 5,1,34
2107	aDyarDapAdya		adhyardhapādya	aDyarDa	adhyardha	von	nominal	denominal-other		P. 5,1,34
2108	aDyarDapratika		adhyardhapratika	aDyarDa	adhyardha	von	nominal	denominal-other		P. 5,1,29
2109	aDyarDamAzya		adhyardhamāṣya	aDyarDa	adhyardha	von	nominal	denominal-other		P. 5,1,34
2110	aDyarDaviMSatikIna		adhyardhaviṃśatikīna	aDyarTa	adhyartha	von	nominal	denominal-other		P. 5,1,32
2127	aDyARqA		adhyāṇḍā	aDi	adhi	von	prefix	prefixed		ŚAT. BR. 13,8,1,16
2128	aDyAtma	1	adhyātma	aDi	adhi	von	prefix	prefixed		SIDDH. K. 249,a,14
2133	aDyAtmika		adhyātmika	aDyAtma	adhyātma	von	nominal	taddhita	ika	M. 6,83
