member_slp1	ganas	gana_sutras	crosswalk_sutra_match	corroborated	attested_in_pwg
dfSIka	kratvAdiH	6.2.118			1
dfSigrahaRAdBavadAdiyoga eva	BavadAdiH	5.3.14			
dfzadupalam	rAjadantAdiH	2.2.31			
dfzwa	kftAdiH	2.1.59			1
diS	AdyAdiH|SuBrAdiH|digAdiH	4.1.123|4.3.54|5.4.44			1
dikam	cAdiH	1.4.57	P.1.4.57	1	1
dina	arDarcAdiH	2.4.31	P.2.4.31	1	1
div	AdyAdiH	5.4.44			1
divA	svarAdiH	1.1.37	P.1.1.37	1	1
divasa	arDarcAdiH	2.4.31	P.2.4.31	1	1
dizwyA	cAdiH|svarAdiH	1.1.37|1.4.57			
doha	CedAdiH|tArakAdiH	5.1.64|5.2.36			1
doqI	harItakyAdiH	4.3.167	P.4.3.167	1	1
dozA	svarAdiH	1.1.37			1
dozaw	pacAdiH	3.1.134			
drAkzA	cUrRAdiH|harItakyAdiH|mAlAdiH|yavAdiH	4.3.167|6.2.134|6.2.88|8.2.9	P.4.3.167|P.6.2.134	1	1
draSarmana	bAhvAdiH	4.1.96			
dravas	kaRqvAdiH	3.1.27	P.3.1.27	1	1
dravyAntaram	mayUravyaMsakAdiH	2.1.72			
droRIpadI	kumBapadyAdiH	5.4.139			1
droRa	arDarcAdiH|gOrAdiH|nizkAdiH	2.4.31|4.1.41|5.1.20	P.2.4.31|P.4.1.41	1	1
droRapadI	kumBapadyAdiH	5.4.139	P.5.4.139	1	1
droha	CedAdiH|tArakAdiH	5.1.64|5.2.36			1
druGaRa	arIhaRAdiH	4.2.80	P.4.2.80	1	1
druRa	gOrAdiH	4.1.41	P.4.1.41	1	1
druhaRa	arIhaRAdiH	4.2.80	P.4.2.80	1	1
druhya	SivAdiH	4.1.112	P.4.1.112	1	1
drupadI	kumBapadyAdiH	5.4.139	P.5.4.139	1	1
drupada	karRAdiH	4.2.80	P.4.2.80	1	1
duHKa	kaRqvAdiH|suKAdiH|tArakAdiH	3.1.18|3.1.27|5.2.131|5.2.36			1
duHpuruza	brAhmaRAdiH	5.1.124			
duHzAmA	suzAmAdiH	8.3.98			
duHzaMDiH	suzAmAdiH	8.3.98			
duHzamam	tizWadgupraBftiH	2.1.17			
duHzeDaH	suzAmAdiH	8.3.98			
duhitA	tricakrAdi	6.2.129			
duhitf	bidAdiH|svasrAdiH	4.1.10|4.1.104			
duhya	yaskAdiH	2.4.63			1
dunduBizecanam	suzAmAdiH	8.3.98			
dunduBizevaRam	suzAmAdiH	8.3.98			
dur	prAdiH	1.4.58			1
durBagA	kalyARyAdiH|tricakrAdi	4.1.126|6.2.129			
durBrAtf	yuvAdiH	5.1.130			
durga	naqAdiH	4.1.99	P.4.1.99	1	1
durhfdaya	yuvAdiH	5.1.130	P.5.1.130	1	1
durhft	yuvAdiH	5.1.130			
durmanas	BfSAdiH|aSvAdiH	3.1.12|4.1.110			1
durmitrA	bAhvAdiH	4.1.96			
dus	prAdiH	1.4.58			1
dustarIpa	nirudakAdiH	6.2.184	P.6.2.184	1	1
duzWu	suzAmAdiH|svarAdiH|udgAtrAdiH	1.1.37|5.1.129|8.3.98			1
dvArAdiH	snAtvyAdiH	7.1.49			
dvAra	snAtvyAdiH	7.1.49			1
dvArapAlI	revatyAdiH	4.1.146			
dvE	cAdiH	1.4.57	P.1.4.57	1	1
dvIpa	DUmAdiH|arDarcAdiH|kacCAdiH|naqAdiH	2.4.31|4.1.99|4.2.127|4.2.133	P.2.4.31	1	1
dvi	sarvAdiH	1.1.27			1
dviBAva	brAhmaRAdiH	5.1.124	P.5.1.124	1	1
dvidaRqi	dvidaRqyAdiH	5.4.128	P.5.4.128	1	1
dvidroRa	nAvAdiH	2.3.17			
dvimusali	dvidaRqyAdiH	5.4.128	P.5.4.128	1	1
dvipadA	ukTAdiH	4.2.60			
dvipadI	kumBapadyAdiH	5.4.139			
dvyAhAva	DUmAdiH	4.2.127	P.4.2.127	1	1
dvyAhava	DUmAdiH	4.2.127			
dvyAkzAyaRa	EzukAryAdiH	4.2.54	P.4.2.54	1	1
dyUta	arDarcAdiH	2.4.31	P.2.4.31	1	1
dyapI	AhitAgnyAdiH	2.2.37			
e	cAdiH	1.4.57	P.1.4.57	1	1
ehIqam	mayUravyaMsakAdiH	2.1.72			
ehi	SArNgaravAdiH	4.1.73	P.4.1.73	1	1
ehidvitIyA	mayUravyaMsakAdiH	2.1.72			
ehikawA	mayUravyaMsakAdiH	2.1.72	P.2.1.72	1	1
ehireyAhirA	mayUravyaMsakAdiH	2.1.72			
ehisvAgatA	mayUravyaMsakAdiH	2.1.72			
ehiyavam	mayUravyaMsakAdiH	2.1.72			
eji	kurvAdiH	4.1.151	P.4.1.151	1	1
ekAcaH	rasAdiH	5.2.95			
eka	SreRyAdiH|gargAdiH|mAlAdiH|naqAdiH|samAnAdiH|sarvAdiH	1.1.27|2.1.59|4.1.105|4.1.35|4.1.99|6.2.88	P.1.1.27	1	1
ekaBAva	brAhmaRAdiH	5.1.124			1
ekaSitipAd	yuktArohyAdiH	6.2.81			
ekagrAma	gahAdiH	4.2.138	P.4.2.138	1	1
ekalu	gargAdiH	4.1.105			
ekapadI	dvidaRqyAdiH|kumBapadyAdiH	5.4.128|5.4.139			1
ekapalASa	gahAdiH	4.2.138	P.4.2.138	1	1
ekavfkza	gahAdiH	4.2.138	P.4.2.138	1	1
ekavindavi	gahAdiH	4.2.138			
elA	kaRqvAdiH	3.1.27			1
elAka	gargAdiH	4.1.105	P.4.1.105	1	1
enas	prajYAdiH	5.4.38			1
eqakA	ajAdiH|kzipakAdiH	4.1.4|7.3.45			
erakA	kurvAdiH	4.1.151			
etad	AdyAdiH|sarvAdiH	1.1.27|5.4.44	P.1.1.27	1	1
eva	cAdiH	1.4.57			1
evam	cAdiH	1.4.57			1
f	cAdiH	1.4.57	P.1.4.57	1	1
fDak	svarAdiH	1.1.37	P.1.1.37	1	1
fRa	arDarcAdiH	2.4.31	P.2.4.31	1	1
fSya	fSyAdiH	4.2.80	P.4.2.80	1	1
fc	naqAdiH	4.1.99			1
fgayanAdiH	parimuKAdiH	4.3.59			
fgayana	parimuKAdiH	4.3.59			1
fjIza	tArakAdiH	5.2.36			1
fju	svargAdiH	5.1.111			1
fksAme	daDipayasyAdiH	2.4.14			
fkza	gargAdiH|vyAGrAdiH	2.1.56|4.1.105	P.2.1.56	1	1
ftaBAga	bidAdiH	4.1.104			1
ftam	cAdiH	1.4.57			
fte	svarAdiH	1.1.37	P.1.1.37	1	1
ftoraR prakaraRe upavastrAdiBya upasaMKyAnam	upavastrAdiH	5.1.105			
fzaBa	vyAGrAdiH	2.1.56	P.2.1.56	1	1
fzi	CatrAdiH	4.4.62			1
fzika	caturvedAdiH	5.1.124			1
fzizeRa	bidAdiH	4.1.104	P.4.1.104	1	1
fzwizeRa	SivAdiH|bidAdiH	4.1.104|4.1.112	P.4.1.104	1	1
fzya	fSyAdiH|gOrAdiH	4.1.41|4.2.80			1
gADera	vAkinAdiH	4.1.158			
gARqIva	arDarcAdiH	2.4.31	P.2.4.31	1	1
gAhaw	pacAdiH	3.1.134			
gAjavAjam	rAjadantAdiH	2.2.31			
gIr	kapilakAdiH	8.2.18			
gOggulava	SArNgaravAdiH	4.1.73	P.4.1.73	1	1
gOkakzya	krOqyAdiH|tikAdiH	4.1.154|4.1.80			1
gOmatAyana	arIhaRAdiH	4.2.80	P.4.2.80	1	1
gOpavana	gopavanAdiH	2.4.67	P.2.4.67	1	1
gOra	gOrAdiH|kaqArAdiH	2.2.38|4.1.41|6.2.194	P.2.2.38|P.4.1.41	1	1
gOragrIva	rEvatikAdiH	4.3.131	P.4.3.131	1	1
gOragrIvi	rEvatikAdiH	4.3.131			
gOrava	tArakAdiH	5.2.36			1
gOrizakTaH	suzAmAdiH	8.3.98			
gOta	SArNgaravAdiH	4.1.73			
gOtama	gOrAdiH	4.1.41			1
gUTa	arDarcAdiH	2.4.31	P.2.4.31	1	1
gaNgA	SivAdiH|aSvAdiH|tikAdiH	4.1.112|4.1.154|5.1.39			1
gaRa	aSvAdiH|digAdiH|kapilakAdiH|kuYjAdiH|ukTAdiH	4.1.98|4.2.60|4.3.54|5.1.39|8.2.18			1
gaRakAri	kurvAdiH	4.1.151	P.4.1.151	1	1
gaRapAdaH	yuktArohyAdiH	6.2.81			
gaRapati	aSvapatyAdiH|brAhmaRAdiH	4.1.84|5.1.124	P.4.1.84	1	1
gaRikA	hastyAdiH	5.4.138			1
gaRita	izwAdiH	5.2.88			1
gaRqa	hastyAdiH|siDmAdiH	5.2.97|5.4.138			1
gaRqola	hastyAdiH	5.4.138			1
gaRqolaka	hastyAdiH	5.4.138			1
gacCatO paradArAdiByaH	mASabdAdiH	4.4.1			
gada	bAhvAdiH	4.1.96			1
gadgada	AkarzAdiH|kaRqvAdiH	3.1.27|5.2.64			1
gadita	pragadyAdiH	4.2.80			
gaha	gahAdiH	4.2.138	P.4.2.138	1	1
gahva	aSmAdiH	4.2.80	P.4.2.80	1	1
gala	bahvAdiH|pASAdiH	4.1.45|4.2.49			1
gam	pIlvAdiH	6.3.121			1
gamBIra	saNkalAdiH	4.2.75			1
gamI	mUlaviBujAdiH	3.2.5			
gamIkA	harItakyAdiH	4.3.167			
gamyAdiH	mUlaviBujAdiH	3.2.5			
ganDAra	kacCAdiH|sinDvAdiH	4.2.133|4.3.93	P.4.2.133	1	1
ganDa	rasAdiH	5.2.95			1
ganDapiNgalA	SuBrAdiH	4.1.123	P.4.1.123	1	1
gandikA	sinDvAdiH	4.3.93	P.4.3.93	1	1
gaqika	sutaNgamAdiH	4.2.80	P.4.2.80	1	1
gaqu	gOrAdiH|siDmAdiH	4.1.41|5.2.97			1
gaquka	upakAdiH	2.4.69	P.2.4.69	1	1
gaqukaRWa	AhitAgnyAdiH	2.2.37			1
gaqula	brAhmaRAdiH	5.1.124			1
garBetfptaH	pAtresamitAdiH	2.1.48			
garBiRI	SAkapArTivAdiH	2.1.60			
garGa	tArakAdiH	5.2.36			
gara	tArakAdiH	5.2.36			1
garaw	pacAdiH	3.1.134			
garda	gOrAdiH	4.1.41			
garga	gargAdiH	4.1.105			1
gargara	kurvAdiH	4.1.151	P.4.1.151	1	1
gargatrirAtraH	yuktArohyAdiH	6.2.81			
garja	tArakAdiH	5.2.36			1
garta	DUmAdiH|kumudAdiH|prekzAdiH|suvAstvAdiH|utkarAdiH	4.2.127|4.2.77|4.2.80|4.2.90			1
garut	yavAdiH	8.2.9	P.8.2.9	1	1
garva	tArakAdiH	5.2.36			1
gatAgata	akzadyUtAdiH	4.4.19	P.4.4.19	1	1
gatAnugata	akzadyUtAdiH	4.4.19	P.4.4.19	1	1
gatArTa	AhitAgnyAdiH	2.2.37	P.2.2.37	1	1
gatapratyAgata	SAkapArTivAdiH	2.1.60	P.2.1.60	1	1
gavASvAdiH	pratyAdiH	2.3.43			
gavASvam	pratyAdiH	2.3.43			
gavAdana	gOrAdiH	4.1.41	P.4.1.41	1	1
gavAvikam	pratyAdiH	2.3.43			
gavEqakam	pratyAdiH	2.3.43			
gavaya	gOrAdiH	4.1.41			1
gaveDukA	bilvAdiH	4.3.136			
gaveSa	saNkalAdiH	4.2.75			1
gavizWira	bidAdiH	4.1.104			1
gayA	varaRAdiH	4.2.82			
gayaH	vfzAdiH	6.1.203			
geheDfzwaH	pAtresamitAdiH	2.1.48			
geheSUraH	pAtresamitAdiH	2.1.48			
gehedAhI	pAtresamitAdiH	2.1.48			
gehedfptaH	pAtresamitAdiH	2.1.48			
gehekzveqI	pAtresamitAdiH	2.1.48			
gehemehI	pAtresamitAdiH	2.1.48			
gehenardI	pAtresamitAdiH	2.1.48			
gehevijitI	pAtresamitAdiH	2.1.48			
gehevyAqaH	pAtresamitAdiH	2.1.48			
gfhIta	izwAdiH	5.2.88			1
gfha	arDarcAdiH|kASAdiH	2.4.31|4.2.80	P.2.4.31	1	1
gfhapati	aSvapatyAdiH|cArvAdiH	4.1.84|6.2.160	P.6.2.160	1	1
gfhapatika	cArvAdiH	6.2.160			
gfzwi	gfzwyAdiH	4.1.136			1
giGra	mUlaviBujAdiH	3.2.5			
giri	aSvAdiH|lomAdiH	4.1.110|5.2.100			1
girinaKa	irikAdiH	8.4.6			1
girinadDa	irikAdiH	8.4.6			
girinadI	irikAdiH	8.4.6			1
girinadyAdiH	irikAdiH	8.4.6			
girinagaram	irikAdiH	8.4.6			
girinitamba	irikAdiH	8.4.6			1
go	gavAdiH	5.1.2			1
goBft	saNkalAdiH	4.2.75	P.4.2.75	1	1
goDA	BidAdiH|SuBrAdiH	3.3.104|4.1.123	P.3.3.104	1	1
goDApadI	kumBapadyAdiH	5.4.139	P.5.4.139	1	1
goDUma	bilvAdiH	4.3.136			1
goRI	aNgulyAdiH	5.3.108			1
godAna	mahAnAmnyAdiH	5.1.94			1
goda	varaRAdiH	4.2.82	P.4.2.82	1	1
godanta	SuBrAdiH	4.1.123	P.4.1.123	1	1
goha	suvAstvAdiH	4.2.77	P.4.2.77	1	1
gokakza	gargAdiH	4.1.105	P.4.1.105	1	1
gokakzya	tikAdiH	4.1.154			
golANka	aSvAdiH	4.1.110	P.4.1.110	1	1
golanda	gargAdiH	4.1.105	P.4.1.105	1	1
goloman	SarkarAdiH	5.3.107			
gomaTa	kumudAdiH	4.2.80	P.4.2.80	1	1
gomatI	paladyAdiH|varaRAdiH	4.2.110|4.2.82			
gomaya	arDarcAdiH	2.4.31	P.2.4.31	1	1
gomi	CAtryAdiH	6.2.86			
gomin	aSvAdiH	4.1.110			1
gopAlaDAnIpUlAsam	rAjadantAdiH	2.2.31			
gopAlaDAnapUlAsam	rAjadantAdiH	2.2.31			
gopavana	bidAdiH	4.1.104			1
gopikA	SivAdiH	4.1.112			
gopila	saKyAdiH	4.2.80	P.4.2.80	1	1
gopucCa	SarkarAdiH	5.3.107			1
gosanimaSvasanim	savanAdiH	8.3.110			
gotama	gOrAdiH	4.1.41	P.4.1.41	1	1
gotrAdiH	kaRAdiH	7.4.3			
gotra	kaRAdiH|nAvAdiH	2.3.17|7.4.3			1
govAsana	kASyAdiH	4.2.116	P.4.2.116	1	1
gozWI	paladyAdiH	4.2.110			
gozWeSUraH	pAtresamitAdiH	2.1.48			
gozWekzveqI	pAtresamitAdiH	2.1.48			
gozWepaRqitaH	pAtresamitAdiH	2.1.48			
gozWepawu	pAtresamitAdiH	2.1.48	P.2.1.48	1	1
gozWepragalBaH	pAtresamitAdiH	2.1.48			
gozWevijitI	pAtresamitAdiH	2.1.48			
gozad	gozadAdiH	5.2.62	P.5.2.62	1	1
gozada	gozadAdiH	5.2.62			
grAhI	grahyAdiH	3.1.134			
grAma	katryAdiH	4.2.95			1
grAmaRI	takzaSilAdiH	4.3.93	P.4.3.93	1	1
grAmagoDuk	yuktArohyAdiH	6.2.81			
grAmakulAla	manojYAdiH	5.1.133	P.5.1.133	1	1
grAmakumAra	manojYAdiH	5.1.133	P.5.1.133	1	1
grAmaputra	manojYAdiH	5.1.133	P.5.1.133	1	1
grAmaqa	manojYAdiH	5.1.133			
grAmazaRqa	manojYAdiH	5.1.133	P.5.1.133	1	1
grAmika	caturvedAdiH	5.1.124			1
grAmya	tikAdiH	4.1.154			1
grIvAkza	SivAdiH	4.1.112	P.4.1.112	1	1
grIzma	aSvAdiH|utsAdiH	4.1.110|4.1.86	P.4.1.110	1	1
graha	kASAdiH	4.2.80			1
grahaH	vfzAdiH	6.1.203			
granTi	siDmAdiH	5.2.97			1
guDa	gOrAdiH	6.2.194			
guRAt	rasAdiH	5.2.95			
guRa	guRAdiH|ukTAdiH|vasantAdiH	4.2.60|4.2.63|6.2.176			1
guRagaRa	kaTAdiH	4.4.102			
guRapadI	kumBapadyAdiH	5.4.139	P.5.4.139	1	1
guRavfdDI	rAjadantAdiH	2.2.31			
gudA	kroqAdiH	4.1.56			
guda	aSmAdiH|bahvAdiH	4.1.45|4.2.80			1
guggulu	kisarAdiH	4.4.53			1
guhA	daRqAdiH|vfzAdiH	5.1.66|6.1.203	P.6.1.203	1	1
guha	aSmAdiH	4.2.80	P.4.2.80	1	1
guhalu	gargAdiH	4.1.105	P.4.1.105	1	1
gulPa	karRAdiH	5.2.24			1
guluguDA	UryAdiH	1.4.61	P.1.4.61	1	1
guqa	aSmAdiH|guqAdiH	4.2.80|4.4.103			1
guqula	kaqArAdiH	2.2.38			
guru	svargAdiH	5.1.111			1
gurutalpa	mASabdAdiH	4.4.1			1
hA	cAdiH	1.4.57	P.1.4.57	1	1
hAhA	cAdiH	1.4.57			1
hArA	BidAdiH	3.3.104			
hE	cAdiH|svarAdiH	1.1.37|1.4.57	P.1.1.37	1	1
hEhaya	SivAdiH	4.1.112	P.4.1.112	1	1
ha	cAdiH	1.4.57	P.1.4.57	1	1
haMsa	ajirAdiH|gahAdiH	4.2.138|6.3.119			1
haMsaka	ajirAdiH|naqAdiH|pakzAdiH	4.1.99|4.2.80|6.3.119	P.4.1.99|P.4.2.80	1	1
haMsapaTa	BavadAdiH	5.3.14			1
hahe	cAdiH	1.4.57	P.1.4.57	1	1
halIzA	SakanDvAdiH	6.1.94	P.6.1.94	1	1
hala	arDarcAdiH|pASAdiH|suKAdiH	2.4.31|4.2.49|5.2.131	P.2.4.31	1	1
halabanDA	KaRqikAdiH	4.2.45			
halabanDa	KaRqikAdiH	4.2.45	P.4.2.45	1	1
halakA	prekzAdiH	4.2.80	P.4.2.80	1	1
halatf	arIhaRAdiH	4.2.80			
hali	gfzwyAdiH	4.1.136	P.4.1.136	1	1
hanta	cAdiH	1.4.57			1
hanu	SarAdiH|siDmAdiH	5.2.97|6.3.120			1
harItakI	gOrAdiH|harItakyAdiH	4.1.41|4.3.167			
haravasana	mayUravyaMsakAdiH	2.1.72			
hari	aNgulyAdiH|irikAdiH|lohitAdiH|lomAdiH	3.1.13|5.2.100|5.3.108|8.4.6			1
hariRa	gOrAdiH	4.1.41	P.4.1.41	1	1
haridrA	kisarAdiH	4.4.53			
haridru	kisarAdiH	4.4.53			1
harinandI	irikAdiH	8.4.6			
harinandanaH	irikAdiH	8.4.6			
harit	yavAdiH	8.2.9			1
harita	bidAdiH	4.1.104			1
haritakI	gOrAdiH	4.1.41			
harizeRaH	suzAmAdiH	8.3.98			
hartf	kurvAdiH|udgAtrAdiH	4.1.151|5.1.129			
haryaSva	bidAdiH	4.1.104	P.4.1.104	1	1
harza	tArakAdiH	5.2.36			1
hasta	BavadAdiH|arDarcAdiH|pakzAdiH	2.4.31|4.2.80|5.3.14	P.2.4.31	1	1
hastagfhya	mayUravyaMsakAdiH	2.1.72	P.2.1.72	1	1
hastaka	tArakAdiH	5.2.36	P.5.2.36	1	1
hastikarzU	kASyAdiH	4.2.116	P.4.2.116	1	1
hastin	hastyAdiH|naqAdiH|pakzAdiH|vyAGrAdiH	2.1.56|4.1.99|4.2.80|5.4.138	P.2.1.56	1	1
hatavinata	mayUravyaMsakAdiH	2.1.72			
havirDAna	vimuktAdiH	5.2.61			1
havis	gavAdiH	5.1.2			1
havya	kratvAdiH	6.2.118			1
haya	gOrAdiH	4.1.41			1
hayaH	vfzAdiH	6.1.203			
he	cAdiH|svarAdiH	1.1.37|1.4.57	P.1.1.37	1	1
heWa	kaRAdiH	7.4.3			1
hehE	cAdiH	1.4.57	P.1.4.57	1	1
heman	pAmAdiH	5.2.100			1
hemanta	vasantAdiH	4.2.63			1
hetO	svarAdiH	1.1.37			
hfRIN	kaRqvAdiH	3.1.27			
hfda	GozAdiH|gOrAdiH	4.1.41|6.2.85			1
hfdayAse	yuvAdiH	5.1.130			
hfzwi	gfzwyAdiH	4.1.136	P.4.1.136	1	1
hiMsaka	pakzAdiH	4.2.80			1
hima	arDarcAdiH|maDvAdiH	2.4.31|4.2.86	P.2.4.31	1	1
himavat	AdyAdiH	5.4.44			
hiraRyA	kASyAdiH	4.2.116			
hiraRya	prekzAdiH|puzkarAdiH	4.2.80|5.2.135			1
hiruk	AdyAdiH|svarAdiH	1.1.37|5.4.44	P.1.1.37	1	1
hlAda	AkarzAdiH	5.2.64			1
ho	cAdiH	1.4.57	P.1.4.57	1	1
hoqA	ajAdiH	4.1.4			
hoqa	svargAdiH	5.1.111			1
hotf	mahizyAdiH|udgAtrAdiH|yAjakAdiH|yuvAdiH	2.2.9|4.4.48|5.1.129|5.1.130			
hrAda	AkarzAdiH	5.2.64			1
hrada	gOrAdiH	4.1.41	P.4.1.41	1	1
hrasva	svargAdiH	5.1.111			1
hrasvatvaM	vinayAdiH	5.4.34			
hyas	svarAdiH	1.1.37	P.1.1.37	1	1
i	cAdiH	1.4.57	P.1.4.57	1	1
iBa	daRqAdiH	5.1.66			1
iDmAbarhizI	daDipayasyAdiH	2.4.14			
iNgudI	plakzAdiH	4.3.164			
iR	naqAdiH	4.1.99			
idDA	cAdiH|svarAdiH	1.1.37|1.4.57	P.1.1.37	1	1
idaMyuga	pratijanAdiH	4.4.99	P.4.4.99	1	1
idam	sarvAdiH	1.1.27	P.1.1.27	1	1
ihadvitIyA	mayUravyaMsakAdiH	2.1.72	P.2.1.72	1	1
ihaloka	anuSatikAdiH|parimuKAdiH	4.3.59|7.3.20			1
ihapaYcamI	mayUravyaMsakAdiH	2.1.72			
ikkasa	arDarcAdiH	2.4.31			
ikkawa	prekzAdiH	4.2.80	P.4.2.80	1	1
ikzu	bilvAdiH|guqAdiH|maDvAdiH|naqAdiH|pIlvAdiH|vaMSAdiH	4.2.86|4.2.91|4.3.136|4.4.103|5.1.50|6.3.121			1
ikzudru	yavAdiH	8.2.9			
ilA	SivAdiH	4.1.112			1
inDa	naqAdiH	4.1.99	P.4.1.99	1	1
ina	kurvAdiH	4.1.151			1
indrASiza	tAlAdiH	4.3.152			
indrAdfSa	tAlAdiH	4.3.152	P.4.3.152	1	1
indrAliSa	tAlAdiH	4.3.152	P.4.3.152	1	1
indrAvasAna	utsAdiH	4.1.86	P.4.1.86	1	1
indrAyuDa	tAlAdiH	4.3.152			1
indra	BavadAdiH|SreRyAdiH	2.1.59|5.3.14	P.2.1.59	1	1
indrahU	gargAdiH	4.1.105	P.4.1.105	1	1
indrajAlA	kurvAdiH	4.1.151			
indravfkza	utkarAdiH	4.2.90	P.4.2.90	1	1
iqA	utkarAdiH|vimuktAdiH	4.2.90|5.2.61			1
iraY	kaRqvAdiH	3.1.27			
iraj	kaRqvAdiH	3.1.27			
iras	kaRqvAdiH	3.1.27			
irgala	apUpAdiH	5.1.4	P.5.1.4	1	1
irikA	irikAdiH	8.4.6	P.8.4.6	1	1
irikAdiByaH pratizeGo vaktavyaH	irikAdiH	8.4.6			
itara	SuBrAdiH|saNkalAdiH|sarvAdiH	1.1.27|4.1.123|4.2.75	P.1.1.27	1	1
iti	cAdiH	1.4.57			1
itiSa	naqAdiH	4.1.99	P.4.1.99	1	1
itiha	caturvedAdiH	5.1.124			
itika	naqAdiH	4.1.99	P.4.1.99	1	1
itkawa	kumudAdiH	4.2.80			1
itsa	aSvAdiH	4.1.110			
ityAdi	svarAdiH	1.1.37			1
iva	cAdiH	1.4.57			1
izetvA	gozadAdiH	5.2.62			
izu	sTUlAdiH	5.4.3			1
izuDa	kaRqvAdiH	3.1.27			
izvAsa	arDarcAdiH	2.4.31	P.2.4.31	1	1
izvagra	gahAdiH	4.2.138	P.4.2.138	1	1
izvanIka	gahAdiH	4.2.138	P.4.2.138	1	1
izwa	izwAdiH	5.2.88			1
izwakA	maDvAdiH	4.2.86			1
jANGiH	bAhvAdiH	4.1.96			
jAla	hastyAdiH|mASabdAdiH|vetanAdiH	4.4.1|4.4.12|5.4.138			1
jAlaMDarAyaRa	KalAdiH	4.2.51			1
jAlakIwa	paladyAdiH	4.2.110	P.4.2.110	1	1
jAlapadI	kumBapadyAdiH|varaRAdiH	4.2.82|5.4.139	P.4.2.82|P.5.4.139	1	1
jAmbavat	arIhaRAdiH	4.2.80			
jAnapadI	varaRAdiH	4.2.82			
jAnu	yAvAdiH	5.4.29			1
jAnuprahfta	akzadyUtAdiH	4.4.19			
jAraBara	pacAdiH	3.1.134	P.3.1.134	1	1
jAtIyar	tasilAdiH	6.3.35			
jAtUkarRa	gargAdiH	4.1.105	P.4.1.105	1	1
jAtaSamaSru	AhitAgnyAdiH	2.2.37			
jAtadanta	AhitAgnyAdiH	2.2.37			
jAtapUtraH	AhitAgnyAdiH	2.2.37			
jAtu	cAdiH	1.4.57			1
jAyApatI	rAjadantAdiH	2.2.31			
jEtra	karRAdiH	4.2.80			1
jImUta	kukkuwyAdiH	6.3.42			1
jIva	SuBrAdiH|sutaNgamAdiH	4.1.123|4.2.80			1
jIvanta	karRAdiH	4.2.80	P.4.2.80	1	1
jOlAyana	EzukAryAdiH	4.2.54	P.4.2.54	1	1
jYAnapati	aSvapatyAdiH	4.1.84	P.4.1.84	1	1
jYAta	yAvAdiH	5.4.29			
jYAtala	SuBrAdiH	4.1.123	P.4.1.123	1	1
jYAya	digAdiH	4.3.54			
jaGana	SAKAdiH|digAdiH	4.3.54|5.3.103			1
jaMpatI	rAjadantAdiH	2.2.31			
jaNGAprahata	akzadyUtAdiH	4.4.19			
jaNGAprahfta	akzadyUtAdiH	4.4.19			
jaNGAraTa	yaskAdiH	2.4.63	P.2.4.63	1	1
jaYja	uYCAdiH	6.1.160	P.6.1.160	1	1
jagatI	utsAdiH	4.1.86			
jahijoqa	mayUravyaMsakAdiH	2.1.72	P.2.1.72	1	1
jahijoqam	mayUravyaMsakAdiH	2.1.72			
jahistambaH	mayUravyaMsakAdiH	2.1.72			
jalAzAham	suzAmAdiH	8.3.98			
jalAzAqam	suzAmAdiH	8.3.98			
jalaMDara	naqAdiH	4.1.99	P.4.1.99	1	1
jalahrada	SivAdiH	4.1.112	P.4.1.112	1	1
jalpa	uYCAdiH	6.1.160	P.6.1.160	1	1
jalpanaH	nandyAdiH	3.1.134			
jamBa	SivAdiH	4.1.112	P.4.1.112	1	1
jamadagni	gargAdiH	4.1.105			1
jambU	varaRAdiH	4.2.82			
jambu	arIhaRAdiH	4.2.80			1
janArdanaH	nandyAdiH	3.1.134			
jana	aMSvAdiH|aSvAdiH	4.1.110|6.2.193	P.4.1.110	1	1
janaH	vfzAdiH	6.1.203			
janapada	utsAdiH	4.1.86			1
janavAda	kaTAdiH	4.4.102	P.4.4.102	1	1
janevAda	kaTAdiH	4.4.102	P.4.4.102	1	1
janovAda	kaTAdiH	4.4.102	P.4.4.102	1	1
jantuka	upakAdiH	2.4.69	P.2.4.69	1	1
janyA	utkarAdiH	4.2.90			
japa	uYCAdiH	6.1.160	P.6.1.160	1	1
jaqa	aSvAdiH|varRadfQAdiH	4.1.110|5.1.123	P.4.1.110	1	1
jarAmftyU	kArtakOjapAdiH	6.2.37			
jara	pacAdiH	3.1.134			1
jaramARa	gargAdiH	4.1.105	P.4.1.105	1	1
jaratI	kalyARyAdiH	4.1.126			
jaratin	SuBrAdiH	4.1.123	P.4.1.123	1	1
jatUkarRa	gargAdiH	4.1.105	P.4.1.105	1	1
jatu	kASAdiH	4.2.80			1
java	karRAdiH	4.2.80			1
javana	varRadfQAdiH	5.1.123	P.5.1.123	1	1
jawA	arSaAdiH	5.2.127			
jawilikA	SivAdiH	4.1.112			
jawiraka	upakAdiH	2.4.69			
jaya	AkarzAdiH	5.2.64			1
jfmBa	arDarcAdiH	2.4.31	P.2.4.31	1	1
jigIzu	gargAdiH	4.1.105	P.4.1.105	1	1
jihmASin	SuBrAdiH	4.1.123	P.4.1.123	1	1
jihvA	gOrAdiH	6.2.194			
jijYAsTi	rAjadantAdiH	2.2.31	P.2.2.31	1	1
jitvan	karRAdiH	4.2.80	P.4.2.80	1	1
jjahistambama	mayUravyaMsakAdiH	2.1.72			
jozam	svarAdiH	1.1.37			
