headword_slp1	headword_iast	L_id	arity	members_slp1	members_iast
BaktadAsa	bhaktadāsa	53700	2	Bakta + dAsa	bhakta + dāsa
Baktadveza	bhaktadveṣa	53701	2	Bakta + dveza	bhakta + dveṣa
BaktajA	bhaktajā	53698	2	Bakta + jA	bhakta + jā
BaktakaMsa	bhaktakaṃsa	53694	2	Bakta + kaMsa	bhakta + kaṃsa
BaktatUrya	bhaktatūrya	53699	2	Bakta + tUrya	bhakta + tūrya
BakzakAra	bhakṣakāra	53745	2	Bakza + kAra	bhakṣa + kāra
BakzapattrA	bhakṣapattrā	53751	2	Bakza + pattra	bhakṣa + pattra
BallapucCI	bhallapucchī	54254	2	Balla + pucCa	bhalla + puccha
Bapati	bhapati	54110	2	Ba + pati	bha + pati
BaraRizeRa	bharaṇiṣeṇa	54155	2	BaraRI + senA	bharaṇī + senā
BartfGnI	bhartṛghnī	54215	2	Bartar + GnI	bhartar + ghnī
Bartfhari	bhartṛhari	54226	2	Bartar + hari	bhartar + hari
BartfsTAna	bhartṛsthāna	54224	2	Bartar + sTAna	bhartar + sthāna
Bartfvrata	bhartṛvrata	54221	2	Bartar + vrata	bhartar + vrata
BartfyajYa	bhartṛyajña	54220	2	Bartar + yajYa	bhartar + yajña
BasmIBU	bhasmībhū	54386	2	Basman + BU	bhasman + bhū
BasmIkar	bhasmīkar	54384	2	Basman + kar	bhasman + kar
BasmagarBa	bhasmagarbha	54371	2	Basman + garBa	bhasman + garbha
BasmakUwa	bhasmakūṭa	54368	2	Basman + kUwa	bhasman + kūṭa
Basmameha	bhasmameha	54376	2	Basman + meha	bhasman + meha
BasmarohA	bhasmarohā	54377	2	Basman + roha	bhasman + roha
BavAyanA	bhavāyanā	54318	2	Bava + ayana	bhava + ayana
BavaBUta	bhavabhūta	54296	2	Bava + BUta	bhava + bhūta
BavacCeda	bhavaccheda	54273	2	Bava + Ceda	bhava + cheda
BavadA	bhavadā	54275	2	Bava + dA	bhava + dā
BavadAru	bhavadāru	54276	2	Bava + dAru	bhava + dāru
Bavaddeva	bhavaddeva	54281	2	Bavant + deva	bhavant + deva
Bavadeva	bhavadeva	54278	2	Bava + deva	bhava + deva
Bavaketu	bhavaketu	54268	2	Bava + ketu	bhava + ketu
BavanATa	bhavanātha	54288	2	Bava + nATa	bhava + nātha
BavanAga	bhavanāga	54287	2	Bava + nAga	bhava + nāga
Bavananda	bhavananda	54284	2	Bava + nanda	bhava + nanda
Bavarga	bhavarga	54300	2	Ba + varga	bha + varga
Bavarud	bhavarud	54299	2	Bava + rud	bhava + rud
BavatrAta	bhavatrāta	54274	2	Bava + trAta	bhava + trāta
BaveSa	bhaveśa	54341	2	Bava + ISa	bhava + īśa
BawArka	bhaṭārka	53890	2	Bawa + arka	bhaṭa + arka
BawwaSiva	bhaṭṭaśiva	53912	2	Bawwa + Siva	bhaṭṭa + śiva
Bawwamalla	bhaṭṭamalla	53908	2	Bawwa + malla	bhaṭṭa + malla
Bawwopama	bhaṭṭopama	53930	2	Bawwa + upamA	bhaṭṭa + upamā
BayApaha	bhayāpaha	54140	2	Baya + apaha	bhaya + apaha
BayaBrazwa	bhayabhraṣṭa	54133	2	Baya + Brazwa	bhaya + bhraṣṭa
Bayada	bhayada	54126	2	Baya + da	bhaya + da
Bayadruta	bhayadruta	54128	2	Baya + druta	bhaya + druta
BayajAta	bhayajāta	54123	2	Baya + jAta	bhaya + jāta
Bayakara	bhayakara	54118	2	Baya + kara	bhaya + kara
Bayakft	bhayakṛt	54120	2	Baya + kft	bhaya + kṛt
Bayaprada	bhayaprada	54130	2	Baya + prada	bhaya + prada
BayasTAna	bhayasthāna	54137	2	Baya + sTAna	bhaya + sthāna
BayasTa	bhayastha	54136	2	Baya + sTa	bhaya + stha
BayavyUha	bhayavyūha	54135	2	Baya + vyUha	bhaya + vyūha
Bayuj	bhayuj	54142	2	Ba + yuj	bha + yuj
BeSa	bheśa	55750	2	Ba + ISa	bha + īśa
Bedakara	bhedakara	55718	2	Beda + kara	bheda + kara
Bedakft	bhedakṛt	55720	2	Beda + kft	bheda + kṛt
Bedasaha	bhedasaha	55726	2	Beda + saha	bheda + saha
BekaBuj	bhekabhuj	55707	2	Beka + Buj	bheka + bhuj
BekaparRI	bhekaparṇī	55706	2	Beka + parRa	bheka + parṇa
Bena	bhena	55733	2	Ba + ina	bha + ina
Berotsa	bherotsa	55745	2	Bera + utsa	bhera + utsa
BfNgAhva	bhṛṅgāhva	55658	2	BfNga + AhvA	bhṛṅga + āhvā
BfNgAnandA	bhṛṅgānandā	55650	2	BfNga + Ananda	bhṛṅga + ānanda
BfNgISa	bhṛṅgīśa	55664	2	BfNgin + ISa	bhṛṅgin + īśa
BfNgaja	bhṛṅgaja	55635	2	BfNga + ja	bhṛṅga + ja
BfNgamUlikA	bhṛṅgamūlikā	55639	2	BfNga + mUla	bhṛṅga + mūla
BfNgaparRikA	bhṛṅgaparṇikā	55636	2	BfNga + parRa	bhṛṅga + parṇa
BfNgarAja	bhṛṅgarāja	55642	2	BfNga + rAja	bhṛṅga + rāja
BfNgavfkza	bhṛṅgavṛkṣa	55647	2	BfNga + vfkza	bhṛṅga + vṛkṣa
BfSIBU	bhṛśībhū	55698	2	BfSa + BU	bhṛśa + bhū
Bfguja	bhṛguja	55615	2	Bfgu + ja	bhṛgu + ja
Bfguputra	bhṛguputra	55620	2	Bfgu + putra	bhṛgu + putra
BfgusUnu	bhṛgusūnu	55627	2	Bfgu + sUnu	bhṛgu + sūnu
Bfgusuta	bhṛgusuta	55626	2	Bfgu + suta	bhṛgu + suta
BfgutuNga	bhṛgutuṅga	55617	2	Bfgu + tuNga	bhṛgu + tuṅga
BfmyaSva	bhṛmyaśva	55693	2	Bfmi + aSva	bhṛmi + aśva
BftiBuj	bhṛtibhuj	55679	2	Bfti + Buj	bhṛti + bhuj
BftyIBU	bhṛtyībhū	55686	2	Bftya + BU	bhṛtya + bhū
BfzwakAra	bhṛṣṭakāra	55700	2	Bfzwa + kAra	bhṛṣṭa + kāra
BikzAnna	bhikṣānna	54832	2	BikzA + anna	bhikṣā + anna
BikzusaMGa	bhikṣusaṃgha	54852	2	Bikzu + saMGa	bhikṣu + saṃgha
BillaBUzaRA	bhillabhūṣaṇā	54918	2	Billa + BUzaRa	bhilla + bhūṣaṇa
Billataru	bhillataru	54917	2	Billa + taru	bhilla + taru
BinnArTa	bhinnārtha	54908	2	Binna + arTa	bhinna + artha
BinnaBAgahara	bhinnabhāgahara	54895	2	Binna + BAgahara	bhinna + bhāgahara
BinnaGana	bhinnaghana	54890	2	Binna + Gana	bhinna + ghana
BinnadfS	bhinnadṛś	54893	2	Binna + dfS	bhinna + dṛś
BinnagAtrikA	bhinnagātrikā	54888	2	Binna + gAtra	bhinna + gātra
BinnagarBa	bhinnagarbha	54887	2	Binna + garBa	bhinna + garbha
BinnakUwa	bhinnakūṭa	54885	2	Binna + kUwa	bhinna + kūṭa
BinnakarRa	bhinnakarṇa	54884	2	Binna + karRa	bhinna + karṇa
Binnakrama	bhinnakrama	54886	2	Binna + krama	bhinna + krama
BinnaliNga	bhinnaliṅga	54898	2	Binna + liNga	bhinna + liṅga
Binnavarga	bhinnavarga	54900	2	Binna + varga	bhinna + varga
Binnavftta	bhinnavṛtta	54903	2	Binna + vftta	bhinna + vṛtta
Binnaviwka	bhinnaviṭka	54902	2	Binna + viz	bhinna + viṣ
BinnayojanI	bhinnayojanī	54897	2	Binna + yojana	bhinna + yojana
Bizagjita	bhiṣagjita	54922	2	Bizaj + jita	bhiṣaj + jita
BogArha	bhogārha	55833	2	Boga + arha	bhoga + arha
BogISa	bhogīśa	55845	2	Bogin + ISa	bhogin + īśa
BogIndra	bhogīndra	55844	2	Bogin + indra	bhogin + indra
BogaBawwa	bhogabhaṭṭa	55819	2	Boga + Bawwa	bhoga + bhaṭṭa
BogadA	bhogadā	55811	2	Boga + dA	bhoga + dā
Bogadeha	bhogadeha	55813	2	Boga + deha	bhoga + deha
Bogadeva	bhogadeva	55812	2	Boga + deva	bhoga + deva
Bogagfha	bhogagṛha	55808	2	Boga + gfha	bhoga + gṛha
BogagrAma	bhogagrāma	55809	2	Boga + grAma	bhoga + grāma
BogagucCa	bhogaguccha	55807	2	Boga + gucCa	bhoga + guccha
Bogakara	bhogakara	55806	2	Boga + kara	bhoga + kara
BogalABa	bhogalābha	55822	2	Boga + lABa	bhoga + lābha
BoganATa	bhoganātha	55814	2	Boga + nATa	bhoga + nātha
BogapAla	bhogapāla	55816	2	Boga + pAla	bhoga + pāla
BogaprasTa	bhogaprastha	55818	2	Boga + prasTa	bhoga + prastha
BogasTAna	bhogasthāna	55830	2	Boga + sTAna	bhoga + sthāna
Bogasena	bhogasena	55829	2	Boga + senA	bhoga + senā
Bogavastu	bhogavastu	55827	2	Boga + vastu	bhoga + vastu
BojAntA	bhojāntā	55882	2	Boja + anta	bhoja + anta
Bojadeva	bhojadeva	55857	2	Boja + deva	bhoja + deva
Bojakawa	bhojakaṭa	55854	2	Boja + kawa	bhoja + kaṭa
Bojapura	bhojapura	55872	2	Boja + pura	bhoja + pura
BojarAja	bhojarāja	55878	2	Boja + rAja	bhoja + rāja
BojyakAla	bhojyakāla	55887	2	Bojya + kAla	bhojya + kāla
BojyozRa	bhojyoṣṇa	55893	2	Bojya + uzRa	bhojya + uṣṇa
BowANga	bhoṭāṅga	55895	2	Bowa + aNga	bhoṭa + aṅga
BowAnta	bhoṭānta	55896	2	Bowa + anta	bhoṭa + anta
BrAtfja	bhrātṛja	56023	2	BrAtar + ja	bhrātar + ja
BrAtfputra	bhrātṛputra	56028	2	BrAtar + putra	bhrātar + putra
BrAtfsiMha	bhrātṛsiṃha	56039	2	BrAtar + siMha	bhrātar + siṃha
BrAtfvaDU	bhrātṛvadhū	56030	2	BrAtar + vaDU	bhrātar + vadhū
BrAtuzputra	bhrātuṣputra	56020	2	BrAtur + putra	bhrātur + putra
BrAzwraja	bhrāṣṭraja	56059	2	BrAzwra + ja	bhrāṣṭra + ja
BrAzwraminDa	bhrāṣṭramindha	56060	2	BrAzwra + inDa	bhrāṣṭra + indha
BrAzwravratin	bhrāṣṭravratin	56061	2	BrAzwra + vrata	bhrāṣṭra + vrata
BrUBaNga	bhrūbhaṅga	56084	2	BrU + BaNga	bhrū + bhaṅga
BrUBeda	bhrūbheda	56085	2	BrU + Beda	bhrū + bheda
BrURaGna	bhrūṇaghna	56080	2	BrURa + Gna	bhrūṇa + ghna
BrURahan	bhrūṇahan	56083	2	BrURa + han	bhrūṇa + han
BrUjAha	bhrūjāha	56077	2	BrU + jAha	bhrū + jāha
BrUkzepa	bhrūkṣepa	56076	2	BrU + kzepa	bhrū + kṣepa
Bramarezwa	bhramareṣṭa	55983	2	Bramara + izwa	bhramara + iṣṭa
BramarotsavA	bhramarotsavā	55984	2	Bramara + utsava	bhramara + utsava
Brazwaguda	bhraṣṭaguda	55995	2	Brazwa + guda	bhraṣṭa + guda
BujAgra	bhujāgra	55098	2	Buja + agra	bhuja + agra
BujaMgAkzI	bhujaṃgākṣī	55081	2	BujaMga + akza	bhujaṃga + akṣa
BujaMgaparRinI	bhujaṃgaparṇinī	55070	2	BujaMga + parRa	bhujaṃga + parṇa
BujaMgeSa	bhujaṃgeśa	55086	2	BujaMga + ISa	bhujaṃga + īśa
BujaPala	bhujaphala	55090	2	Buja + Pala	bhuja + phala
Bujabala	bhujabala	55091	2	Buja + bala	bhuja + bala
Bujadala	bhujadala	55088	2	Buja + dala	bhuja + dala
BujajyA	bhujajyā	55087	2	Buja + jyA	bhuja + jyā
BujamUla	bhujamūla	55093	2	Buja + mUla	bhuja + mūla
BuktaBoga	bhuktabhoga	55036	2	Bukta + Boga	bhukta + bhoga
BuktaSeza	bhuktaśeṣa	55040	2	Bukta + Seza	bhukta + śeṣa
BuktamAtra	bhuktamātra	55037	2	Bukta + mAtra	bhukta + mātra
BuktapUrvin	bhuktapūrvin	55035	2	Bukta + pUrva	bhukta + pūrva
BuvanamatI	bhuvanamatī	55138	2	Buvana + mati	bhuvana + mati
BuvaneSa	bhuvaneśa	55148	2	Buvana + ISa	bhuvana + īśa
CAgalAntrI	chāgalāntrī	26172	2	CAgala + antra	chāgala + antra
CAgamitra	chāgamitra	26167	2	CAga + mitra	chāga + mitra
CAgaraTa	chāgaratha	26168	2	CAga + raTa	chāga + ratha
CAgavAhana	chāgavāhana	26176	2	CAga + vAhana	chāga + vāhana
CAttragaRqa	chāttragaṇḍa	26184	2	CAttra + gaRqa	chāttra + gaṇḍa
CAyABft	chāyābhṛt	26218	2	CAyA + Bft	chāyā + bhṛt
CAyAdruma	chāyādruma	26215	2	CAyA + druma	chāyā + druma
CAyAgraha	chāyāgraha	26210	2	CAyA + graha	chāyā + graha
CAyAkara	chāyākara	26209	2	CAyA + kara	chāyā + kara
CAyAmAna	chāyāmāna	26220	2	CAyA + mAna	chāyā + māna
CAyAmitra	chāyāmitra	26221	2	CAyA + mitra	chāyā + mitra
CAyApaTa	chāyāpatha	26216	2	CAyA + paTa	chāyā + patha
CAyApuruza	chāyāpuruṣa	26217	2	CAyA + puruza	chāyā + puruṣa
CAyAtaru	chāyātaru	26213	2	CAyA + taru	chāyā + taru
CAyAyantra	chāyāyantra	26223	2	CAyA + yantra	chāyā + yantra
Cadapattra	chadapattra	26087	2	Cada + pattra	chada + pattra
CadmaveSin	chadmaveśin	26092	2	Cadman + veSa	chadman + veśa
CagalANGrI	chagalāṅghrī	26052	2	Cagala + aNGri	chagala + aṅghri
CagalARqI	chagalāṇḍī	26053	2	Cagala + aRqa	chagala + aṇḍa
CagalAntrI	chagalāntrī	26055	2	Cagala + antra	chagala + antra
CalitarAma	chalitarāma	26152	2	Calay + rAma	chalay + rāma
CandaHstut	chandaḥstut	26107	2	Candas + stut	chandas + stut
CandoBAzA	chandobhāṣā	26115	2	Candas + BAzA	chandas + bhāṣā
Candoga	chandoga	26110	2	Candas + ga	chandas + ga
CandomAlA	chandomālā	26122	2	Candas + mAlA	chandas + mālā
CandomAna	chandomāna	26120	2	Candas + mAna	chandas + māna
Candovftta	chandovṛtta	26126	2	Candas + vftta	chandas + vṛtta
CardiGna	chardighna	26139	2	Cardi + Gna	chardi + ghna
CardizpA	chardiṣpā	26140	2	Cardis + pA	chardis + pā
CattrIkar	chattrīkar	73995	2	Cattra + kar	chattra + kar
CattraBaNga	chattrabhaṅga	26071	2	Cattra + BaNga	chattra + bhaṅga
CattraDAra	chattradhāra	26066	2	Cattra + DAra	chattra + dhāra
Cattracakra	chattracakra	26065	2	Cattra + cakra	chattra + cakra
Cattragfha	chattragṛha	26064	2	Cattra + gfha	chattra + gṛha
CattragucCa	chattraguccha	26063	2	Cattra + gucCa	chattra + guccha
Cattrapati	chattrapati	26068	2	Cattra + pati	chattra + pati
Cattrapattra	chattrapattra	26069	2	Cattra + pattra	chattra + pattra
Cattrapuzpaka	chattrapuṣpaka	26070	2	Cattra + puzpa	chattra + puṣpa
CawABA	chaṭābhā	26059	2	CawA + ABA	chaṭā + ābhā
CawAPala	chaṭāphala	26058	2	CawA + Pala	chaṭā + phala
CedopasTApanIya	chedopasthāpanīya	74066	2	Ceda + upasTApana	cheda + upasthāpana
Cekokti	chekokti	26286	2	Ceka + ukti	cheka + ukti
CidrAPala	chidrāphala	26253	2	Cidra + Pala	chidra + phala
CidrAntar	chidrāntar	26251	2	Cidra + antar	chidra + antar
CidrAtman	chidrātman	26250	2	Cidra + Atman	chidra + ātman
CidradarSana	chidradarśana	26246	2	Cidra + darSana	chidra + darśana
CinnaSvAsa	chinnaśvāsa	26265	2	Cinna + SvAsa	chinna + śvāsa
CinnagranTinikA	chinnagranthinikā	26259	2	Cinna + granTi	chinna + granthi
CinnakarRa	chinnakarṇa	26258	2	Cinna + karRa	chinna + karṇa
Cinnapakza	chinnapakṣa	26261	2	Cinna + pakza	chinna + pakṣa
CinnapattrI	chinnapattrī	26262	2	Cinna + pattra	chinna + pattra
Cinnaruha	chinnaruha	26263	2	Cinna + ruha	chinna + ruha
CinnaveSikA	chinnaveśikā	26264	2	Cinna + veSa	chinna + veśa
CinnodBavA	chinnodbhavā	26266	2	Cinna + udBava	chinna + udbhava
DAmaBAj	dhāmabhāj	36611	2	DAman + BAj	dhāman + bhāj
DAmaDA	dhāmadhā	36605	2	DAman + DA	dhāman + dhā
DAmacCad	dhāmacchad	36604	2	DAman + Cad	dhāman + chad
DAmakeSin	dhāmakeśin	36603	2	DAman + keSa	dhāman + keśa
DAmasAc	dhāmasāc	36613	2	DAman + sAc	dhāman + sāc
DAnurdaRqika	dhānurdaṇḍika	36560	2	Danus + daRqa	dhanus + daṇḍa
DAnyAda	dhānyāda	36587	2	DAnya + ada	dhānya + ada
DAnyAkft	dhānyākṛt	36586	2	DAnya + kft	dhānya + kṛt
DAnyAmla	dhānyāmla	36588	2	DAnya + amla	dhānya + amla
DAnyAri	dhānyāri	36590	2	DAnya + ari	dhānya + ari
DAnyAsTi	dhānyāsthi	36591	2	DAnya + asTi	dhānya + asthi
DAnyaDanavant	dhānyadhanavant	76582	2	DAnya + Dana	dhānya + dhana
DAnyottama	dhānyottama	36592	2	DAnya + uttama	dhānya + uttama
DArADara	dhārādhara	36657	2	DArA + Dara	dhārā + dhara
DArADara	dhārādhara	36658	2	DArA + Dara	dhārā + dhara
DArANga	dhārāṅga	36654	2	DArA + aNga	dhārā + aṅga
DArANga	dhārāṅga	36655	2	DArA + aNga	dhārā + aṅga
DArANkura	dhārāṅkura	36653	2	DArA + aNkura	dhārā + aṅkura
DArAvara	dhārāvara	36668	2	DArA + vara	dhārā + vara
DArAviza	dhārāviṣa	36670	2	DArA + viza	dhārā + viṣa
DArAwa	dhārāṭa	36656	2	DArA + awa	dhārā + aṭa
DArapUta	dhārapūta	36638	2	DArA + pUta	dhārā + pūta
DArozRa	dhāroṣṇa	36681	2	DArA + uzRa	dhārā + uṣṇa
DAtfpuzpikA	dhātṛpuṣpikā	36538	2	DAtar + puzpa	dhātar + puṣpa
DAtugarBa	dhātugarbha	36502	2	DAtu + garBa	dhātu + garbha
DAtugopa	dhātugopa	36503	2	DAtu + gopa	dhātu + gopa
DAtukAya	dhātukāya	36496	2	DAtu + kAya	dhātu + kāya
DAtumala	dhātumala	36521	2	DAtu + mala	dhātu + mala
DEryamitra	dhairyamitra	37044	2	DErya + mitra	dhairya + mitra
DIjU	dhījū	36763	2	DI + jU	dhī + jū
DIjaqa	dhījaḍa	76621	2	DI + jaqa	dhī + jaḍa
DIndriya	dhīndriya	36771	2	DI + indriya	dhī + indriya
DIrAja	dhīrāja	36783	2	DI + rAja	dhī + rāja
DIraRa	dhīraṇa	36777	2	DI + raRa	dhī + raṇa
DIrapattrI	dhīrapattrī	36780	2	DIra + pattra	dhīra + pattra
DIreSvara	dhīreśvara	36786	2	DIra + ISvara	dhīra + īśvara
DIrozRin	dhīroṣṇin	36787	2	DIra + uzRa	dhīra + uṣṇa
DIsaKa	dhīsakha	36796	2	DI + saKa	dhī + sakha
DOtaKaRqI	dhautakhaṇḍī	37058	2	DOta + KaRqa	dhauta + khaṇḍa
DOtaSila	dhautaśila	37063	2	DOta + SilA	dhauta + śilā
DOtakawa	dhautakaṭa	37056	2	DOta + kawa	dhauta + kaṭa
DOtamUlaka	dhautamūlaka	37060	2	DOta + mUla	dhauta + mūla
DUHpati	dhūḥpati	36833	2	Dur + pati	dhur + pati
DUliDvaja	dhūlidhvaja	36960	2	DUli + Dvaja	dhūli + dhvaja
DUlipuzpikA	dhūlipuṣpikā	36961	2	DUli + puzpa	dhūli + puṣpa
DUmABa	dhūmābha	36888	2	DUma + ABA	dhūma + ābhā
DUmANga	dhūmāṅga	36887	2	DUma + aNga	dhūma + aṅga
DUmAkza	dhūmākṣa	36886	2	DUma + akza	dhūma + akṣa
DUmaDvaja	dhūmadhvaja	36867	2	DUma + Dvaja	dhūma + dhvaja
DUmaSiKa	dhūmaśikha	36883	2	DUma + SiKA	dhūma + śikhā
DUmakapuzpA	dhūmakapuṣpā	36860	2	DUmaka + puzpa	dhūmaka + puṣpa
DUmaketu	dhūmaketu	36862	2	DUma + ketu	dhūma + ketu
DUmapAna	dhūmapāna	36870	2	DUma + pAna	dhūma + pāna
DUmapa	dhūmapa	36868	2	DUma + pa	dhūma + pa
DUmapaTa	dhūmapatha	36869	2	DUma + paTa	dhūma + patha
DUmaprASa	dhūmaprāśa	36872	2	DUma + prASa	dhūma + prāśa
DUmodgAra	dhūmodgāra	36895	2	DUma + udgAra	dhūma + udgāra
DUmorRA	dhūmorṇā	36897	2	DUma + UrRA	dhūma + ūrṇā
DUmotTa	dhūmottha	36894	2	DUma + utTa	dhūma + uttha
DUmrABa	dhūmrābha	36919	2	DUmra + ABA	dhūmra + ābhā
DUmrASva	dhūmrāśva	36921	2	DUmra + aSva	dhūmra + aśva
DUmrAhvA	dhūmrāhvā	36922	2	DUmra + AhvA	dhūmra + āhvā
DUmrAkza	dhūmrākṣa	36915	2	DUmra + akza	dhūmra + akṣa
DUmrAkzi	dhūmrākṣi	36916	2	DUmra + akzi	dhūmra + akṣi
DUmrAnIka	dhūmrānīka	36918	2	DUmra + anIka	dhūmra + anīka
DUmraSUka	dhūmraśūka	36914	2	DUmra + SUka	dhūmra + śūka
DUmragiri	dhūmragiri	36904	2	DUmra + giri	dhūmra + giri
DUmrajAnu	dhūmrajānu	36905	2	DUmra + jAnu	dhūmra + jānu
DUmrakeSa	dhūmrakeśa	36903	2	DUmra + keSa	dhūmra + keśa
DUmraketu	dhūmraketu	36902	2	DUmra + ketu	dhūmra + ketu
DUmramUlikA	dhūmramūlikā	36908	2	DUmra + mUla	dhūmra + mūla
DUmrapattrA	dhūmrapattrā	36907	2	DUmra + pattra	dhūmra + pattra
DUmravarRa	dhūmravarṇa	36912	2	DUmra + varRa	dhūmra + varṇa
DUmrorRA	dhūmrorṇā	36924	2	DUmra + UrRA	dhūmra + ūrṇā
DUmyAwa	dhūmyāṭa	36899	2	DUmyA + awa	dhūmyā + aṭa
DUpANga	dhūpāṅga	36852	2	DUpa + aNga	dhūpa + aṅga
DUpAguru	dhūpāguru	36851	2	DUpa + aguru	dhūpa + aguru
DUpArha	dhūpārha	36854	2	DUpa + arha	dhūpa + arha
DUpanANga	dhūpanāṅga	36847	2	DUpana + aNga	dhūpana + aṅga
DUpapAtra	dhūpapātra	36848	2	DUpa + pAtra	dhūpa + pātra
DUpavfkza	dhūpavṛkṣa	36850	2	DUpa + vfkza	dhūpa + vṛkṣa
DUrDara	dhūrdhara	36942	2	Dur + Dara	dhur + dhara
DUrjawi	dhūrjaṭi	36926	2	Dur + jAwa	dhur + jāṭa
DUrpati	dhūrpati	36943	2	Dur + pati	dhur + pati
DUrtajantu	dhūrtajantu	36933	2	DUrta + jantu	dhūrta + jantu
DUrtakft	dhūrtakṛt	36931	2	DUrta + kft	dhūrta + kṛt
DUrtamAnuzA	dhūrtamānuṣā	36936	2	DUrta + mAnuza	dhūrta + mānuṣa
DUrvaha	dhūrvaha	36948	2	Dur + vaha	dhur + vaha
DUrzAh	dhūrṣāh	36953	2	Dur + sAh	dhur + sāh
DUrzad	dhūrṣad	36952	2	Dur + sad	dhur + sad
DUsaracCadA	dhūsaracchadā	36966	2	DUsara + Cada	dhūsara + chada
DUtapApa	dhūtapāpa	36837	2	DUta + pApa	dhūta + pāpa
DanADipa	dhanādhipa	36063	2	Dana + aDipa	dhana + adhipa
DanADyakza	dhanādhyakṣa	36066	2	Dana + aDyakza	dhana + adhyakṣa
DanASA	dhanāśā	36071	2	Dana + ASA	dhana + āśā
DanAgama	dhanāgama	36059	2	Dana + Agama	dhana + āgama
DanArDa	dhanārdha	36069	2	Dana + arGa	dhana + argha
DanArTin	dhanārthin	36070	2	Dana + arTin	dhana + arthin
DanAyus	dhanāyus	36068	2	Dana + Ayus	dhana + āyus
DanaBakza	dhanabhakṣa	36038	2	Dana + Bakza	dhana + bhakṣa
DanaDAnI	dhanadhānī	36031	2	Dana + DAnI	dhana + dhānī
DanadA	dhanadā	36026	2	Dana + dA	dhana + dā
DanadAkzI	dhanadākṣī	36027	2	Danada + akza	dhanada + akṣa
Danada	dhanada	36021	2	Dana + da	dhana + da
Danadatta	dhanadatta	36023	2	Dana + datta	dhana + datta
DanadeSvara	dhanadeśvara	36030	2	Danada + ISvara	dhanada + īśvara
Danadeva	dhanadeva	36029	2	Dana + deva	dhana + deva
Danagarva	dhanagarva	36013	2	Dana + garva	dhana + garva
Danagupta	dhanagupta	36014	2	Dana + gupta	dhana + gupta
Danahara	dhanahara	36056	2	Dana + hara	dhana + hara
Danahft	dhanahṛt	36057	2	Dana + hft	dhana + hṛt
DanajAta	dhanajāta	36016	2	Dana + jAta	dhana + jāta
Danajit	dhanajit	36017	2	Dana + jit	dhana + jit
DanakAma	dhanakāma	36009	2	Dana + kAma	dhana + kāma
Danakeli	dhanakeli	36011	2	Dana + keli	dhana + keli
Danakzaya	dhanakṣaya	36012	2	Dana + kzaya	dhana + kṣaya
DanaloBa	dhanalobha	36045	2	Dana + loBa	dhana + lobha
DanamUla	dhanamūla	36041	2	Dana + mUla	dhana + mūla
Danamada	dhanamada	36039	2	Dana + mada	dhana + mada
Danamitra	dhanamitra	36040	2	Dana + mitra	dhana + mitra
DanapAla	dhanapāla	36035	2	Dana + pAla	dhana + pāla
DanasA	dhanasā	36049	2	Dana + sA	dhana + sā
DanasTAna	dhanasthāna	36053	2	Dana + sTAna	dhana + sthāna
DanasTa	dhanastha	36052	2	Dana + sTa	dhana + stha
DanasU	dhanasū	36051	2	Dana + sU	dhana + sū
Danaspft	dhanaspṛt	36054	2	Dana + spft	dhana + spṛt
DaneSa	dhaneśa	36129	2	Dana + ISa	dhana + īśa
DaneSvara	dhaneśvara	36130	2	Dana + ISvara	dhana + īśvara
DanuHKAtA	dhanuḥkhātā	36083	2	Danus + KAtA	dhanus + khātā
DanuHpawa	dhanuḥpaṭa	36084	2	Danus + pawa	dhanus + paṭa
Danugupta	dhanugupta	36086	2	Danu + gupta	dhanu + gupta
DanurAja	dhanurāja	36088	2	Danu + rAja	dhanu + rāja
DanurBft	dhanurbhṛt	36095	2	Danus + Bft	dhanus + bhṛt
DanurDara	dhanurdhara	36093	2	Danus + Dara	dhanus + dhara
Danurdruma	dhanurdruma	36092	2	Danus + druma	dhanus + druma
DanurgrAha	dhanurgrāha	36091	2	Danus + grAha	dhanus + grāha
Danurgraha	dhanurgraha	36090	2	Danus + graha	dhanus + graha
DanurguRa	dhanurguṇa	36089	2	Danus + guRa	dhanus + guṇa
DanurmAlA	dhanurmālā	36100	2	Danus + mAlA	dhanus + mālā
DanurmArga	dhanurmārga	36099	2	Danus + mArga	dhanus + mārga
DanurmaDya	dhanurmadhya	36097	2	Danus + maDya	dhanus + madhya
Danurmaha	dhanurmaha	36098	2	Danus + maha	dhanus + maha
DanurvAta	dhanurvāta	36104	2	Danus + vAta	dhanus + vāta
Danurvakra	dhanurvakra	76455	2	Danus + vakra	dhanus + vakra
Danurveda	dhanurveda	36107	2	Danus + veda	dhanus + veda
Danurvfkza	dhanurvṛkṣa	36106	2	Danus + vfkza	dhanus + vṛkṣa
DanuzkAra	dhanuṣkāra	36117	2	Danus + kAra	dhanus + kāra
Danuzkara	dhanuṣkara	36116	2	Danus + kara	dhanus + kara
Danuzkft	dhanuṣkṛt	36118	2	Danus + kft	dhanus + kṛt
Danuzpawa	dhanuṣpaṭa	36120	2	Danus + pawa	dhanus + paṭa
DanvaDi	dhanvadhi	36149	2	Danvan + Di	dhanvan + dhi
Danvacara	dhanvacara	36145	2	Danvan + cara	dhanvan + cara
Danvacyut	dhanvacyut	36146	2	Danvan + cyut	dhanvan + cyut
